ждать	3311	нетерпение	179	i	109	3.5521789682776044	13.718335775326365
идти	7828	речь	4666	n	2581	4.524358236012907	13.706864661624936
выражать	477	соболезнование	221	a	122	7.700846281121195	13.654612932288648
сообщать	1898	пресс-служба	1049	n	583	6.57533127613206	13.508751934101037
сообщать	1898	ссылка	1105	i	327	3.3139136103601134	13.173237735483148
сообщить	3626	пресс-службе	1238	l	478	3.62972954770606	13.066395757996526
защитить	305	диссертация	241	a	62	7.244498500661917	12.73987718958611
принять	3196	участие	8638	a	1695	3.4643932228439596	12.559024289799616
соответствовать	1123	действительность	646	g	144	4.844775648337607	12.549705175934825
говориться	1007	сообщение	3532	l	707	4.530270357837882	12.534829067246513
передавать	1084	риа	3070	g	552	4.585735689156576	12.458370243103076
потерпеть	275	фиаско	74	a	17	7.230578626164619	12.443606651475616
обратиться	2192	просьба	2049	i	366	2.3778252024742033	12.440889377123588
прийти	4298	вывод	2797	d	508	1.282249092233752	12.378582623772502
даваться	523	диво	51	d	20	5.431514328034487	12.344648171387446
сообщать	1898	риа	3070	g	517	3.683116467026104	12.335860512772175
пользоваться	1492	популярность	1079	i	213	3.0770603666445178	12.313696764446613
дышать	228	ладан	36	n	14	9.117582348980491	12.163498732282878
отдавать	930	предпочтение	539	a	101	5.178840072959147	12.15836559566859
танцевать	316	лезгинка	42	a	11	7.219190406636685	12.137503523749935
произвести	699	фурор	50	a	29	7.220833118932663	12.037802032712385
сообщить	3626	риа	3070	g	434	2.4967482964326	12.029807941736637
носить	1172	характер	2797	a	381	4.385082753550134	12.006641817246289
произойти	2953	инцидент	935	n	190	4.486109854951935	11.998102964827403
просить	1689	прощение	154	g	62	5.108839370880409	11.991300305049615
иметь	6985	значение	2004	a	401	2.3646041919181386	11.98523512113708
исполниться	385	годик	62	a	11	6.372377631623411	11.967578522307623
говориться	1007	пресс-релизе	194	l	69	5.35958519526799	11.963866213946286
передавать	1084	итар-тасс	173	g	38	4.8745334584428095	11.939588483304178
заявить	3938	мн	1521	g	223	2.4302312802840746	11.929764715677258
начаться	3234	весь	60	a	55	5.671222113397731	11.914080973814997
внести	961	корректива	136	a	47	6.014590348608799	11.907130425222718
пропасть	565	весть	442	g	63	5.190653520795755	11.87137141492876
собирать	1170	крупица	48	d	10	3.357351491061001	11.862496476250065
поздравлять	396	весь	60	g	17	6.6945988395520315	11.84905810192526
вызвать	2091	резонанс	280	a	83	4.67163602676763	11.84756242528653
вести	3153	переговоры	2841	a	368	2.884726344139389	11.830074998557688
обратиться	2192	ходатайств	54	i	18	3.2778671324802513	11.830074998557688
висеть	592	волосок	50	l	20	6.295440088167422	11.830074998557688
подписать	921	указ	863	a	109	4.623767188461888	11.805288319439665
попасться	281	удочка	103	a	14	6.442285033608711	11.773931920520154
рассказать	3935	собеседника	165	a	45	3.639239920644262	11.757143476103836
хватить	1219	лихва	77	i	10	2.7645208597341835	11.752072486556415
вынести	754	вердикт	374	a	57	5.183431799963692	11.74808162636038
внести	961	лепта	88	a	37	6.297486085173154	11.745928992357769
удовлетворить	278	ходатайство	426	a	50	6.246062455780631	11.730966853544764
выразить	725	соболезнование	221	a	33	5.210511334019977	11.71796463223615
выразить	725	обеспокоенность	119	a	22	5.518633629382308	11.684644559036123
обратить	575	внимание	6660	a	670	4.975149636510024	11.666490821337657
приносить	1064	извинение	209	a	46	5.216777347430193	11.634818707158754
