дышать	233	ладан	36	n	17	10.748501807732396	11.63625172941801
тянуться	263	шлейф	61	n	11	9.184925404360756	10.801220135885503
отличиться	246	насонов	50	n	8	9.108779417464683	9.577935233827187
произвести	517	фурор	50	a	29	9.062956565129848	11.554200246950469
выражать	508	соболезнование	221	a	123	9.028779489267578	13.399482685084003
уничтожить	235	гитлеровец	21	g	3	9.018493616025173	8.726981505593585
потерпеть	231	фиаско	74	a	18	8.97157482448924	12.169925001442312
защитить	246	диссертация	241	a	61	8.93818572608562	12.496109109926161
доставлять	259	хлопоты	200	g	27	8.796588509349967	11.243134848396089
обвиняться	298	сеппянен	21	n	3	8.668626670058883	8.518873310263384
защитить	246	соискание	24	a	5	8.6573033189189	10.310700839464108
танцевать	312	лезгинка	42	a	11	8.644564207088223	11.211504105193711
бежать	622	мурашки	35	n	10	8.607024420390442	9.685303474343714
светить	229	казачка	20	n	2	8.534018229594341	8.89147554322183
отпускать	210	шуточка	22	g	2	8.528688348344357	8.508146903670326
отпускать	210	шуточка	22	n	2	8.521472976275229	8.810175441119982
оформить	302	опекунство	35	a	8	8.49516447382189	10.199100100079695
доложить	287	бортников	41	n	5	8.494619276172239	9.142019004872427
определиться	507	полуфиналист	29	n	6	8.436289681168892	9.375509135092207
заслуживать	363	снисхождение	41	g	6	8.425950242755098	9.24066659280534
обвиняться	298	неоказание	25	n	3	8.417087903062919	8.497499659470817
съесть	237	колобок	21	n	2	8.414089440901629	8.508146903670326
беседовать	250	дорожкин	20	n	2	8.407437733029198	8.348948308821072
улыбнуться	257	фортуна	88	n	9	8.400018946189785	10.06663719303029
пустить	413	самотек	24	a	7	8.395246680008938	9.583353247859499
сняться	241	шац	21	n	2	8.389943353569926	8.063362060997429
выращивать	204	дыня	25	n	2	8.378868580832428	8.810175441119982
расположиться	243	сибсельмаш	42	n	4	8.378020186194107	8.830074998557688
спеть	206	ротару	62	n	5	8.376381369895917	9.28300910559506
побежать	293	мурашки	35	n	4	8.371110241211435	9.377948180543623
тянуть	480	лямка	33	a	11	8.370999133762261	10.377282577283426
опуститься	225	термометр	115	g	10	8.365022337373727	10.234465253637023
подвергнуться	254	коррозия	41	g	4	8.356128793257527	8.775998325801895
выплатить	208	ви	25	n	2	8.35085420466283	8.714597781137751
доставить	496	китай-город	21	n	4	8.348636379413012	9.045803689613125
ненавидеть	219	нэпман	24	g	2	8.342615924325447	9.081136762725405
лечить	267	муковисцидоз	20	n	2	8.312526086003732	8.516184222735744
спеть	206	любэ	26	n	2	8.308209867254337	8.173451512709086
оформлять	210	шенген	26	n	2	8.280464876771434	8.468618539483689
царить	241	запустение	34	n	3	8.279760435819504	8.877603368640273
голосовать	477	дурдом	23	n	4	8.273742700516124	9.005646563141141
изъять	200	наркополиция	55	n	4	8.269934209279263	9.599120563717815
обернуться	264	сашенька	21	n	2	8.258438570441434	8.660149997115376
предусматриваться	234	провизия	24	g	2	8.247038264343216	7.855341757168118
придавать	313	пикантность	36	n	4	8.235206264203718	8.886257833950811
ложиться	258	мгла	22	n	2	8.224491238518096	8.60768257722124
выпасть	393	обойма	59	g	8	8.20133693302733	9.520219735970901
дышать	233	концентратор	25	g	2	8.194323150218771	9.154509949055624
добиваться	378	боко	23	n	3	8.194308233021719	8.476438043942988
высказываться	215	кэс	27	n	2	8.192069760825719	8.500154112916794
